"Sample","CTD.category","Cop.Corr.R1","Cop.Corr.R3","L1","L3","Krill.pos.R1","Krill.pos.R3","Sample.number","Bottle.number","Sampling.time.UTC","Date","Latitude","Longitude","Sampling.method","Sampling.type","Sampling.depth","CTD.depth","seawater.temperature","sea.ice","Filter.halved","Filtering.time.UTC","Storage.boxes","Collectors","Comments","Time.between.filtering.and.sampling","Time.between.decimal","Percent.of.5.Litres","CTD.number.x","pr","pr.2","class.strict","model.method","Euphausia.crystallorophias","Euphausia.frigida","Euphausia.superba","Thysanoessa.gregaria","Thysanoessa.macrura","Total","Sample.ID","CTD.number.y","lat_dec","long_dec","presence","count","count.class","depth","E.crystallorophias.presence","E.frigida.presence","E.superba.presence","T.gregaria.presence","T.macrura.presence","E.crystal.pres.prop","E.frig.pres.prop","E.super.pres.prop","T.greg.pres.prop","T.mac.pres.prop","krill.detection","E.crystal.read.prop","E.frig.read.prop","E.super.read.prop","T.greg.read.prop","T.mac.read.prop","Average.Cq","Diff.Cq","Dilution.factor","Meta.copies","Meta.E.sup.copies","Meta.E.cry.copies","Meta.E.fri.copies","Meta.T.gre.copies","Meta.T.mac.copies","Meta.Euphausiids.copies","Meta.E.sup.L1","Meta.E.cry.L1","Meta.E.fri.L1","Meta.T.gre.L1","Meta.T.mac.L1","Meta.Euphausiids.L1","eDNA_pres","metag_pres","sample_date","transect","water_depth","ntod.prev","curr_v","trawlno.tr","trawltype.tr","date.tr","net_open_date_utc_YYYYMMDD.tr","net_open_time_utc.tr","net_open_lat_deg.tr","net_open_lat_min.tr","net_open_lat_dec.tr","net_open_lon_deg.tr","net_open_lon_dec_min.tr","net_open_lon_dec.tr","X.tr","net_open_depth.tr","net_close_date_utc.tr","net_close_time_utc.tr","net_close_lat_deg.tr","net_close_lat_min.tr","net_close_lat_dec.tr","net_close_lon_deg.tr","net_close_lon_min.tr","net_close_lon_dec.tr","X.1.tr","net_close_depth.tr","flow_meter_start.tr","flow_meter_end.tr","bottom_depth.tr","ship_speed_knots.tr","ship_heading.tr","bio_tube_no.tr","igr_exp_no.tr","ecotox.tr","gravids.tr","SIA.tr","Swarm.Study.tr","notes.tr","Trawl.tr","Filtered.volume..m3..tr","E.superba.estimate.tr","Crystal..62.2..tr","Tmac..33.7..tr","Triacantha..assume.62.2..tr","longitude.tr","latitude.tr","open_date_time.tr","close_date_time.tr","date_time.tr","transect.tr","Date.tr","Latitude.tr","Longitude.tr","Depth.tr","E.superba.tr","E.superba.gravid.tr","E.superba.juvenile.tr","E.superba.calyptopsis.I.tr","E.superba.furcilia.II.tr","E.superba.furcilia.II.1.tr","E.superba.late.stage.furcilia.tr","E.superba.total.tr","T.macrura.tr","T.macrura.calyptopsis.I.tr","T.macrura.calypopsis.II.tr","T.macrura.calyptopsis.III.tr","T.macrura.late.furcilia.tr","T.macrura.furcilia.I.tr","T.macrura.furcilia.II.tr","T.macrura.furcilia.III.tr","T.macrura.furcilia.IV.tr","T.macrura.furcilia.V.tr","T.macrura.furcilia.VI.tr","T.macrura.juvenile.tr","T.macrura.total.tr","Euphausiid.calyptopsis.tr","Euphausiid.calyptopsis.I.tr","Euphausiid.calyptopsis.II.tr","Euphausiid.furcilia.tr","Euphausiid.furcilia.I.tr","Euphausiid.juvenile.tr","Euphausiid.total.tr","distance.tr","Sampling.type.tr"
"081A","23 bottom",51.4722535377005,NA,3.94104289622476,NA,"Yes","No",81,"8","17:40","23/02/2021",-66.40077,65.00183,"CTD","CTD 23","2190","bottom",-0.3518,"No","AB","19:55","1A+1B","Maddie","","2:15",2.25,1,23,NA,1,"old","manual",0,0,4027,0,0,5349,"X081A",23,66.41277778,65.00305556,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,43.58481048,0,1,4.84923849410014,3.65075405042835,0,0,0,0,3.65075405042835,1.29493373541625,NA,NA,NA,NA,1.29493373541625,"eDNA present","metagenomics E.superba present",2021-02-23 17:40:00,3,2178,1.66002851865055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"082A","23 top",358.56604291528,51.5960394364642,5.88211286319954,3.94344491443441,"Yes","Yes",82,"1","18:38","23/02/2021",-66.40008,65.00268,"CTD","CTD 23","5","top",-1.5154,"No","AB","19:55","1A+1B","Maddie","","1:17",1.28,1,23,0.582267518485303,0.582267518485303,"undetermined","model",0,0,84076,0,0,84077,"X082A",23,66.41277778,65.00305556,"y",">1000",1000,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,31.80905536,17.45589889,0.15,113892.854474194,113891.499848619,0,0,0,0,113891.499848619,11.6430015184557,NA,NA,NA,NA,11.6430015184557,"eDNA present","metagenomics E.superba present",2021-02-23 18:38:00,3,2178,1.77669572544317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"083A","24 bottom",955.259316112241,227.406642794308,6.86198283881779,5.42673979282605,"Yes","Yes",83,"7","23:09","23/02/2021",-66.25042,64.99917,"CTD","CTD 24","2500","bottom",-0.92,"No","AB","3:15","1A+1B","Maddie","","4:06",4.1,1,24,0.105581998843489,0.105581998843489,"undetermined","model",0,0,180659,0,1,180660,"X083A",24,66.25694444,65.24722222,"n","0",0,"bottom",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,0.999994464740396,0,0,39.83340363,0.583307513,1,65.4056651009009,65.405303063565,0,0,0,0,65.405303063565,4.18060334177467,NA,NA,NA,NA,4.18060334177467,"eDNA present","metagenomics E.superba present",2021-02-23 23:09:00,3,2523,0.358929206113283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"084A","24 top",468.942937002077,51.2135403656898,6.15048109153878,3.93600395734939,"Yes","Yes",84,"2","0:14","24/02/2021",-66.25328,64.9954,"CTD","CTD 24","5","top",-1.28,"No","AB","3:15","1A+1B","Maddie","","3:01",3.02,1,24,0.890866508327777,0.890866508327777,"undetermined","model",NA,NA,NA,NA,NA,NA,NA,24,66.25694444,65.24722222,"y","10-100",100,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,36.47694795,1.324079954,0.15,4472.0302621223,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-02-24 00:14:00,3,2523,0.468572884162262,NA,"R16","routine","24/02/2021",20210224,"0:40:55",-66,15.43,-66.25716667,65,0.47,65.00783333,"E","189",20210224,"0:59:05",-66,15.82,-66.26366667,65,1.74,65.029,"E","40",805323,852414,"2456",2,"123","","","","","","","close release sent twice","R16",10271.48892,77.8855,0,0.194714,0,65.018416665,-66.26041667,1614127255,1614128345,2021-02-24 11:50:00,3,"2/24/2021",-66.25716667,65.00783333,"2456",0,0,6.211247922,0,12.42249584,0,0,18.63374376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704758507001919,"CTD 24"
"085A","25 bottom",NA,NA,NA,NA,"No","No",85,"11","6:31","24/02/2021",-65.98283,65.00278,"CTD","CTD 25","3080","bottom",-0.3,"No","AB","14:30","1A+1B","Derek","","7:59",7.98,1,25,NA,NA,"eDNA no krill",NA,NA,NA,NA,NA,NA,NA,NA,25,66.23611111,65.04638889,"y","<10",10,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-02-24 06:31:00,3,3169,0.874503081804588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"086A","25 top",445.244647056704,112.358888032723,6.09862389976556,4.72169810571789,"Yes","Yes",86,"8","8:10","24/02/2021",-65.9993,65.00373,"CTD","CTD 25","5","top",-1.1,"No","AB","14:30","1A+1B","Derek","","6:20",6.33,1,25,0.0863201244858459,0.0863201244858459,"recent","model",0,0,19054,0,0,19054,"X086A",25,66.23611111,65.04638889,"y","10-100",100,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,23.37563641,0,0.116666667,50795749.9484986,50795749.9484986,0,0,0,0,50795749.9484986,17.7433232466177,NA,NA,NA,NA,17.7433232466177,"eDNA present","metagenomics E.superba present",2021-02-24 08:10:00,3,3169,1.00579784130688,NA,"T05","target","24/02/2021",20210224,"4:16:52",-65,59.95,-65.99916667,65,0.07,65.00116667,"E","64",20210221,"4:40:37",-66,0.86,-66.01433333,64,59.19,64.9865,"E","40",852414,919976,"2456",2,"170","201-300","3","017-021","","ü","","No resposne on first signal, response on second attempt at 0417 and net flew","T5",14692.99944,81.33125,0,0,0,64.993833335,-66.00675,1614140212,1613882437,2021-02-23 03:28:44,NA,"2/24/2021",-65.99916667,65.00116667,"2456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.329266095,8.65853219,0,3.246949571,20.56401395,0,36.79876181,0,0,0,0,0,0,0,0.116879618598389,"CTD 25"
"087A","26 bottom",NA,NA,NA,NA,"No","No",87,"2","13:27","24/02/2021",-65.49958,64.92705,"CTD","CTD 26","2725","bottom",-0.3,"No","AB","18:20","1A+1B","Maddie","","4:53",4.88,1,26,NA,NA,"eDNA no krill",NA,NA,NA,NA,NA,NA,NA,NA,26,66.75416667,65.08972222,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-02-24 13:27:00,3,2737,1.33535836677846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"088A","26 top",65.2782991974727,NA,4.17865965635616,NA,"Yes","No",88,"1","15:11","24/02/2021",-65.50067,64.98533,"CTD","CTD 26","5","top",-0.8,"No","AB","18:20","1A+1B","Maddie","lat written as -66 in notes","3:09",3.15,1,26,NA,1,"old","manual",0,0,0,0,62322,62322,"X088A",26,66.75416667,65.08972222,"n","0",0,"top",0,0,FALSE,0,1,0,0,0,0,1,1,0,0,0,0,1,36.04943038,3.97088601,0.083333333,10827.9836917447,0,0,0,0,10827.9836917447,10827.9836917447,NA,NA,NA,NA,9.28988914461417,9.28988914461417,"eDNA present","metagenomics E.superba absent",2021-02-24 15:11:00,3,2716,1.46756281268899,NA,"R17","routine","24/02/2021",20210224,"15:33",-65,30.361,-65.50601667,65,0.284,65.00473333,"E","205",20210224,"15:49",-65,30.582,-65.5097,65,1.14,65.019,"E","26",919776,962868,"2731",2,"121","","","","","","","","R17",9399.22704,0,0,2.553401,0,65.011866665,-65.507858335,1614180780,1614181740,2021-02-25 02:41:00,3,"2/24/2021",-65.50601667,65.00473333,"2731",0,0,0,0,0,10.18149109,0,10.18149109,6.787660724,0,0,0,0,0,0,0,0,0,0,0,6.787660724,0,0,0,0,0,0,0,1.07414313837907,"CTD 26"
"089A","27 top",28.5342865425623,16.3253100344093,3.35110640078709,2.79271666637017,"Yes","Yes",89,"10","23:24","24/02/2021",-64.99983,65.00052,"CTD","CTD 27","5","top",-0.5,"No","AB","5:30","1A+1B","Derek/Jez","","6:06",6.1,1,27,0.016305248769286,0.016305248769286,"recent","model",0,0,5210,0,0,5210,"X089A",27,65.01083333,65.00861111,"y","10-100",100,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,34.68980176,3.035564355,0.133333333,17376.1798267638,17376.1798267638,0,0,0,0,17376.1798267638,9.76285557182628,NA,NA,NA,NA,9.76285557182628,"eDNA present","metagenomics E.superba present",2021-02-24 23:24:00,3,3260,0.346302411064731,NA,"R18","routine","24/02/2021",20210224,"23:54:19",-65,0.1,-65.00166667,64,58.95,64.9825,"E","220",20210225,"0:18:45",-65,0.37,-65.00616667,64,57.08,64.95133333,"E","20",962868,19784,"3231",2,"257","","","","","","","two attempts for close made","R18",12414.51792,1.611017,0,119.5117,0,64.966916665,-65.00391667,1614210859,1614212325,2021-02-25 11:06:32,3,"2/24/2021",-65.00166667,64.9825,"3231",0,0,0,0,0,0,0,0,-4.497119239,0,0,0,0,-0.310146154,-0.465219232,0,-0.155073077,0,-0.310146154,0,-5.737703856,0,0,0,0,0,0,0,0.87107138344653,"CTD 27"
"091A","27 bottom",NA,NA,NA,NA,"No","No",91,"5","21:58","24/02/2021",-65.00152,65.0002,"CTD","CTD 27","3200","bottom",-0.19,"No","AB","6:56","2A+2B","Derek/Jez","","8:58",8.97,1,27,NA,NA,"eDNA no krill",NA,0,0,0,0,53275,53635,"X091A",27,65.01083333,65.00861111,"n","0",0,"bottom",0,0,FALSE,0,1,0,0,0,0,1,1,0,0,0,0,1,29.86938335,0,1,65588.2878504683,0,0,0,0,65148.0569634324,65148.0569634324,NA,NA,NA,NA,11.0844177580627,11.0844177580627,"eDNA absent","metagenomics E.superba absent",2021-02-24 21:58:00,3,3260,0.122036696676116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"092A","28 bottom",263.752664375342,NA,5.57501178663628,NA,"Yes","No",92,"7","12:52","25/02/2021",-64.5,65.00085,"CTD","CTD 28","3897","bottom",-0.2,"No","AB","17:37","2A+2B","Maddie","delayed getting sample into freezer for a few hours","4:45",4.75,1,28,NA,1,"old","manual",NA,NA,NA,NA,NA,NA,NA,28,64.5,65.01416667,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-02-25 12:52:00,3,3888,1.27462004662005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"093A","28 top",49.4090783619082,NA,3.90013417981804,NA,"Yes","No",93,"4","14:59","25/02/2021",-64.50013,64.99745,"CTD","CTD 28","5","top",0.12,"No","AB","17:37","2A+2B","Maddie","delayed getting sample into freezer for a few hours","2:38",2.63,1,28,NA,1,"old","manual",0,0,0,0,0,7901,"X093A",28,64.5,65.01416667,"y","10-100",100,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,41.63909651,3.512652268,0.65,28.7619688812394,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-02-25 14:59:00,3,3888,1.40886883228285,NA,"R19","routine","25/02/2021",20210225,"15:24:21",-64,29.65,-64.49416667,65,0.45,65.0075,"E","200",20210225,"15:41:04",-64,29.13,-64.4855,65,1.2,65.02,"E","60",103338,146757,"3908",2,"24","","","","","ü","","","",NA,NA,NA,NA,NA,65.01375,-64.489833335,1614266661,1614267664,2021-02-26 02:32:42,3,"2/25/2021",-64.49416667,65.0075,"3908",0,0,0,0,0,0,0,0,0,40.41924631,0,0,0,0,0,0,13.4730821,0,13.4730821,0,67.36541051,0,0,0,0,0,0,0,0.819267175538403,"CTD 28"
"094A","29 top",273.943863561067,16.9546236770675,5.61292320788345,2.83054057993567,"Yes","Yes",94,"11","23:56","25/02/2021",-64.00015,64.99983,"CTD","CTD 29","5","top",0.27,"No","AB","2:36","2A+2B","Maddie","","2:40",2.67,1,29,0.998725891242889,0.998725891242889,"old","model",0,0,0,0,146,146,"X094A",29,64.0025,65.25833333,"n","0",0,"top",0,0,FALSE,0,1,0,0,0,0,1,1,0,0,0,0,1,24.56493647,0.867384847,0.133333333,19481057.2369039,0,0,0,0,19481057.2369039,19481057.2369039,NA,NA,NA,NA,16.7849531276476,16.7849531276476,"eDNA present","metagenomics E.superba absent",2021-02-25 23:56:00,3,4057,0.337054315228257,NA,"R20","routine","26/02/2021",20210226,"0:27:25",-63,59.62,-63.99366667,65,0.6,65.01,"E","200",20210226,"0:44:08",-63,59.19,-63.9865,65,1.45,65.02416667,"E","50",146757,186383,"4008",2,"41","","","","","ü","","Good signal from both releases","R20",8643.22312,0,0,171.6581,0.347093,65.017083335,-63.990083335,1614299245,1614300248,2021-02-26 11:35:46,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874942389991311,"CTD 29"
"095A","29 bottom",135.34582221691,NA,4.90783314906683,NA,"Yes","No",95,"1","22:15","25/02/2021",-64.0007,64.99752,"CTD","CTD 29","4080","bottom",-0.2,"No","AB","2:36","2A+2B","Maddie","","4:21",4.35,1,29,NA,1,"old","manual",0,0,0,1,366,367,"X095A",29,64.0025,65.25833333,"n","0",0,"bottom",0,0,FALSE,0,1,0,0,0,0,1,1,0,0,0,0,0.997275204359673,40.94535309,0,1,30.2475936588562,0,0,0,0,30.1651751475241,30.1651751475241,NA,NA,NA,NA,3.40668811819193,3.40668811819193,"eDNA present","metagenomics E.superba absent",2021-02-25 22:15:00,3,4057,0.22796946472388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"096A","34 bottom",NA,NA,NA,NA,"No","No",96,"7","7:30","28/02/2021",-62.83295,70.00108,"CTD","CTD 34","4081","bottom",-0.17,"No","AB","11:44","2A+2B","Christine/Liv/Liss","WD40 was sprayed in the CTD room when sample taben & 10 day old bleach used for cleaning","4:14",4.23,1,34,NA,NA,"eDNA no krill",NA,0,0,7,0,2,9,"X096A",34,63.08805556,70.01805556,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,1,58.268754724806,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-02-28 07:30:00,4,4029,0.960519957475597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"097A","34 top",NA,NA,NA,NA,"No","No",97,"4","9:42","28/02/2021",-62.83217,70.00105,"CTD","CTD 34","15","top",0.9,"No","AB","11:23","2A+2B","Christine/Liv/Liss","WD40 was sprayed in the CTD room when sample taben & 10 day old bleach used for cleaning","1:41",1.68,1,34,NA,NA,"eDNA no krill",NA,NA,NA,NA,NA,NA,NA,NA,34,63.08805556,70.01805556,"n","0",0,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40.59325961,0,0.15,257.425653616337,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-02-28 09:42:00,4,4029,1.09969073161303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"098A","35 bottom",NA,NA,NA,NA,"No","No",98,"1","14:10","28/02/2021",-63.16703,69.99898,"CTD","CTD 35","3993","bottom",-0.18,"No","AB","17:45","2A+2B","Jess/Mads","","3:35",3.58,1,35,NA,NA,"eDNA no krill",NA,0,0,0,0,0,2,"X098A",35,70.24416667,70.24416667,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,1,58.268754724806,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA absent","metagenomics E.superba absent",2021-02-28 14:10:00,4,3942,1.44652911685307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"099A","35 top",90.9889292234992,NA,4.51073784223143,NA,"Yes","No",99,"10","16:12","28/02/2021",-63.16692,70.00027,"CTD","CTD 35","15","top",0.42,"No","AB","17:45","2A+2B","Jess/Mads","","1:33",1.55,1,35,NA,1,"old","manual",NA,NA,NA,NA,NA,NA,NA,35,70.24416667,70.24416667,"y","<10",10,"top",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,30.98773207,25.88320319,0.116666667,258837.668389266,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-02-28 16:12:00,4,3941,1.62817394829034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101A","36 bottom",38.9698980969704,NA,3.66278950443754,NA,"Yes","No",101,"4","21:23","28/02/2021",-63.49965,70.00285,"CTD","CTD 36","3700","bottom",-0.08,"No","AB","1:00","2A+2B","Maddie","3.5 L filtered","3:37",3.62,0.7,36,NA,1,"old","manual",0,0,0,0,0,28,"X101A",36,63.75527778,70.0475,"n","0",0,"bottom",0,0,FALSE,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,1,83.2410781782942,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"eDNA present","metagenomics E.superba absent",2021-02-28 21:23:00,4,3720,0.149889573404626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102A","36 top",1035.59074412371,50.5834844212366,6.94272731014307,3.92362512817781,"Yes","Yes",102,"10","22:55","28/02/2021",-63.49792,69.9964,"CTD","CTD 36","15","top",0.015,"No","AB","1:00","2A+2B","Maddie","","2:05",2.08,1,36,0.999868275421524,0.999868275421524,"old","model",0,0,8675,0,0,8832,"X102A",36,63.75527778,70.0475,"n","0",0,"top",0,0,TRUE,0,0,0,0,1,0,0,1,0,0,1,0,0,21.68178028,0,0.25,76741765.8732578,75377583.6674039,0,0,0,0,75377583.6674039,18.1380204899353,NA,NA,NA,NA,18.1380204899353,"eDNA present","metagenomics E.superba present",2021-02-28 22:55:00,4,3720,0.254453258942842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
